S (m),X Coordinate (m),Y Coordinate (m),Z Coordinate (m),Temperature (°C),Time (s)
0.19167,-0.19167,0,0,44.14,180
0.19583,-0.19583,0,0,22.065,180
0.2,-0.2,0,0,-1.07E-13,180
0,0,0,0,1000,240
4.17E-03,-4.17E-03,0,0,978.87,240
8.33E-03,-8.33E-03,0,0,957.74,240
1.25E-02,-1.25E-02,0,0,936.61,240
1.67E-02,-1.67E-02,0,0,915.49,240
2.08E-02,-2.08E-02,0,0,894.38,240
2.50E-02,-2.50E-02,0,0,873.29,240
2.92E-02,-2.92E-02,0,0,852.21,240
3.33E-02,-3.33E-02,0,0,831.14,240
3.75E-02,-3.75E-02,0,0,810.1,240
4.17E-02,-4.17E-02,0,0,789.08,240
4.58E-02,-4.58E-02,0,0,768.08,240
5.00E-02,-5.00E-02,0,0,747.11,240
5.42E-02,-5.42E-02,0,0,726.17,240
5.83E-02,-5.83E-02,0,0,705.25,240
6.25E-02,-6.25E-02,0,0,684.37,240
6.67E-02,-6.67E-02,0,0,663.52,240
7.08E-02,-7.08E-02,0,0,642.7,240
7.50E-02,-7.50E-02,0,0,621.92,240
7.92E-02,-7.92E-02,0,0,601.18,240
8.33E-02,-8.33E-02,0,0,580.47,240
8.75E-02,-8.75E-02,0,0,559.8,240
9.17E-02,-9.17E-02,0,0,539.17,240
9.58E-02,-9.58E-02,0,0,518.58,240
0.1,-0.1,0,0,498.02,240
0.10417,-0.10417,0,0,477.51,240
0.10833,-0.10833,0,0,457.04,240
0.1125,-0.1125,0,0,436.6,240
0.11667,-0.11667,0,0,416.2,240
0.12083,-0.12083,0,0,395.85,240
0.125,-0.125,0,0,375.53,240
0.12917,-0.12917,0,0,355.24,240
0.13333,-0.13333,0,0,334.99,240
0.1375,-0.1375,0,0,314.78,240
0.14167,-0.14167,0,0,294.6,240
0.14583,-0.14583,0,0,274.44,240
0.15,-0.15,0,0,254.32,240
0.15417,-0.15417,0,0,234.23,240
0.15833,-0.15833,0,0,214.16,240
0.1625,-0.1625,0,0,194.12,240
0.16667,-0.16667,0,0,173.94,240
0.17083,-0.17083,0,0,153.46,240
0.175,-0.175,0,0,132.87,240
0.17917,-0.17917,0,0,111.9,240
0.18333,-0.18333,0,0,90.774,240
0.1875,-0.1875,0,0,68.831,240
0.19167,-0.19167,0,0,46.771,240
0.19583,-0.19583,0,0,23.384,240
0.2,-0.2,0,0,-1.14E-13,240
