S (m),X Coordinate (m),Y Coordinate (m),Z Coordinate (m),Temperature (°C),Time (s)
0.14583,-0.14583,0,0,2.025,20
0.15,-0.15,0,0,1.5361,20
0.15417,-0.15417,0,0,1.1518,20
0.15833,-0.15833,0,0,0.86253,20
0.1625,-0.1625,0,0,0.63785,20
0.16667,-0.16667,0,0,0.4711,20
0.17083,-0.17083,0,0,0.34301,20
0.175,-0.175,0,0,0.24882,20
0.17917,-0.17917,0,0,0.1769,20
0.18333,-0.18333,0,0,0.12377,20
0.1875,-0.1875,0,0,8.26E-02,20
0.19167,-0.19167,0,0,5.07E-02,20
0.19583,-0.19583,0,0,2.40E-02,20
0.2,-0.2,0,0,-1.10E-16,20
0,0,0,0,500,50
4.17E-03,-4.17E-03,0,0,480.55,50
8.33E-03,-8.33E-03,0,0,461.14,50
1.25E-02,-1.25E-02,0,0,441.83,50
1.67E-02,-1.67E-02,0,0,422.66,50
2.08E-02,-2.08E-02,0,0,403.67,50
2.50E-02,-2.50E-02,0,0,384.91,50
2.92E-02,-2.92E-02,0,0,366.41,50
3.33E-02,-3.33E-02,0,0,348.23,50
3.75E-02,-3.75E-02,0,0,330.39,50
4.17E-02,-4.17E-02,0,0,312.95,50
4.58E-02,-4.58E-02,0,0,295.9,50
5.00E-02,-5.00E-02,0,0,279.32,50
5.42E-02,-5.42E-02,0,0,263.2,50
5.83E-02,-5.83E-02,0,0,247.58,50
6.25E-02,-6.25E-02,0,0,232.47,50
6.67E-02,-6.67E-02,0,0,217.9,50
7.08E-02,-7.08E-02,0,0,203.87,50
7.50E-02,-7.50E-02,0,0,190.35,50
7.92E-02,-7.92E-02,0,0,177.37,50
8.33E-02,-8.33E-02,0,0,164.82,50
8.75E-02,-8.75E-02,0,0,152.86,50
9.17E-02,-9.17E-02,0,0,141.35,50
9.58E-02,-9.58E-02,0,0,130.45,50
0.1,-0.1,0,0,120.03,50
0.10417,-0.10417,0,0,110.22,50
0.10833,-0.10833,0,0,100.88,50
0.1125,-0.1125,0,0,92.142,50
0.11667,-0.11667,0,0,83.822,50
0.12083,-0.12083,0,0,76.058,50
0.125,-0.125,0,0,68.743,50
0.12917,-0.12917,0,0,61.943,50
0.13333,-0.13333,0,0,55.597,50
0.1375,-0.1375,0,0,49.722,50
0.14167,-0.14167,0,0,44.286,50
0.14583,-0.14583,0,0,39.269,50
0.15,-0.15,0,0,34.659,50
0.15417,-0.15417,0,0,30.412,50
0.15833,-0.15833,0,0,26.526,50
0.1625,-0.1625,0,0,22.945,50
0.16667,-0.16667,0,0,19.668,50
0.17083,-0.17083,0,0,16.635,50
0.175,-0.175,0,0,13.845,50
0.17917,-0.17917,0,0,11.235,50
0.18333,-0.18333,0,0,8.8012,50
0.1875,-0.1875,0,0,6.485,50
0.19167,-0.19167,0,0,4.2759,50
0.19583,-0.19583,0,0,2.1197,50
0.2,-0.2,0,0,-1.02E-14,50
0,0,0,0,500,100
4.17E-03,-4.17E-03,0,0,486.18,100
8.33E-03,-8.33E-03,0,0,472.38,100
1.25E-02,-1.25E-02,0,0,458.61,100
1.67E-02,-1.67E-02,0,0,444.89,100
2.08E-02,-2.08E-02,0,0,431.22,100
2.50E-02,-2.50E-02,0,0,417.64,100
2.92E-02,-2.92E-02,0,0,404.14,100
3.33E-02,-3.33E-02,0,0,390.76,100
3.75E-02,-3.75E-02,0,0,377.49,100
4.17E-02,-4.17E-02,0,0,364.35,100
4.58E-02,-4.58E-02,0,0,351.36,100
5.00E-02,-5.00E-02,0,0,338.53,100
5.42E-02,-5.42E-02,0,0,325.86,100
5.83E-02,-5.83E-02,0,0,313.38,100
6.25E-02,-6.25E-02,0,0,301.08,100
6.67E-02,-6.67E-02,0,0,288.98,100
7.08E-02,-7.08E-02,0,0,277.09,100
7.50E-02,-7.50E-02,0,0,265.42,100
7.92E-02,-7.92E-02,0,0,253.96,100
8.33E-02,-8.33E-02,0,0,242.73,100
8.75E-02,-8.75E-02,0,0,231.73,100
9.17E-02,-9.17E-02,0,0,220.96,100
9.58E-02,-9.58E-02,0,0,210.43,100
0.1,-0.1,0,0,200.14,100
0.10417,-0.10417,0,0,190.08,100
0.10833,-0.10833,0,0,180.15,100
0.1125,-0.1125,0,0,170.47,100
0.11667,-0.11667,0,0,160.93,100
0.12083,-0.12083,0,0,151.62,100
0.125,-0.125,0,0,142.46,100
0.12917,-0.12917,0,0,133.53,100
0.13333,-0.13333,0,0,124.76,100
0.1375,-0.1375,0,0,116.19,100
0.14167,-0.14167,0,0,107.79,100
0.14583,-0.14583,0,0,99.563,100
0.15,-0.15,0,0,91.467,100
0.15417,-0.15417,0,0,83.49,100
0.15833,-0.15833,0,0,75.631,100
0.1625,-0.1625,0,0,67.85,100
0.16667,-0.16667,0,0,60.182,100
0.17083,-0.17083,0,0,52.554,100
0.175,-0.175,0,0,45.025,100
0.17917,-0.17917,0,0,37.495,100
0.18333,-0.18333,0,0,30.044,100
0.1875,-0.1875,0,0,22.541,100
0.19167,-0.19167,0,0,15.092,100
0.19583,-0.19583,0,0,7.534,100
0.2,-0.2,0,0,-3.66E-14,100
0,0,0,0,500,150
4.17E-03,-4.17E-03,0,0,488.34,150
8.33E-03,-8.33E-03,0,0,476.69,150
1.25E-02,-1.25E-02,0,0,465.05,150
1.67E-02,-1.67E-02,0,0,453.43,150
2.08E-02,-2.08E-02,0,0,441.84,150
2.50E-02,-2.50E-02,0,0,430.27,150
2.92E-02,-2.92E-02,0,0,418.75,150
3.33E-02,-3.33E-02,0,0,407.27,150
3.75E-02,-3.75E-02,0,0,395.84,150
4.17E-02,-4.17E-02,0,0,384.47,150
4.58E-02,-4.58E-02,0,0,373.15,150
5.00E-02,-5.00E-02,0,0,361.9,150
5.42E-02,-5.42E-02,0,0,350.73,150
5.83E-02,-5.83E-02,0,0,339.62,150
6.25E-02,-6.25E-02,0,0,328.6,150
6.67E-02,-6.67E-02,0,0,317.66,150
7.08E-02,-7.08E-02,0,0,306.81,150
7.50E-02,-7.50E-02,0,0,296.04,150
7.92E-02,-7.92E-02,0,0,285.37,150
8.33E-02,-8.33E-02,0,0,274.79,150
8.75E-02,-8.75E-02,0,0,264.31,150
9.17E-02,-9.17E-02,0,0,253.93,150
9.58E-02,-9.58E-02,0,0,243.65,150
0.1,-0.1,0,0,233.47,150
0.10417,-0.10417,0,0,223.39,150
0.10833,-0.10833,0,0,213.41,150
0.1125,-0.1125,0,0,203.53,150
0.11667,-0.11667,0,0,193.71,150
0.12083,-0.12083,0,0,183.98,150
0.125,-0.125,0,0,174.26,150
0.12917,-0.12917,0,0,164.61,150
0.13333,-0.13333,0,0,154.98,150
0.1375,-0.1375,0,0,145.41,150
0.14167,-0.14167,0,0,135.85,150
0.14583,-0.14583,0,0,126.35,150
0.15,-0.15,0,0,116.86,150
0.15417,-0.15417,0,0,107.41,150
0.15833,-0.15833,0,0,97.953,150
0.1625,-0.1625,0,0,88.478,150
0.16667,-0.16667,0,0,78.984,150
0.17083,-0.17083,0,0,69.39,150
0.175,-0.175,0,0,59.786,150
0.17917,-0.17917,0,0,50.037,150
0.18333,-0.18333,0,0,40.284,150
0.1875,-0.1875,0,0,30.336,150
0.19167,-0.19167,0,0,20.39,150
0.19583,-0.19583,0,0,10.19,150
0.2,-0.2,0,0,-4.96E-14,150
0,0,0,0,500,180
4.17E-03,-4.17E-03,0,0,488.97,180
8.33E-03,-8.33E-03,0,0,477.95,180
1.25E-02,-1.25E-02,0,0,466.94,180
1.67E-02,-1.67E-02,0,0,455.93,180
2.08E-02,-2.08E-02,0,0,444.94,180
2.50E-02,-2.50E-02,0,0,433.98,180
2.92E-02,-2.92E-02,0,0,423.03,180
3.33E-02,-3.33E-02,0,0,412.11,180
3.75E-02,-3.75E-02,0,0,401.22,180
4.17E-02,-4.17E-02,0,0,390.36,180
4.58E-02,-4.58E-02,0,0,379.54,180
5.00E-02,-5.00E-02,0,0,368.75,180
5.42E-02,-5.42E-02,0,0,358.01,180
5.83E-02,-5.83E-02,0,0,347.31,180
6.25E-02,-6.25E-02,0,0,336.66,180
6.67E-02,-6.67E-02,0,0,326.06,180
7.08E-02,-7.08E-02,0,0,315.51,180
7.50E-02,-7.50E-02,0,0,305.01,180
7.92E-02,-7.92E-02,0,0,294.57,180
8.33E-02,-8.33E-02,0,0,284.19,180
8.75E-02,-8.75E-02,0,0,273.86,180
9.17E-02,-9.17E-02,0,0,263.59,180
9.58E-02,-9.58E-02,0,0,253.37,180
0.1,-0.1,0,0,243.22,180
0.10417,-0.10417,0,0,233.13,180
0.10833,-0.10833,0,0,223.09,180
0.1125,-0.1125,0,0,213.12,180
0.11667,-0.11667,0,0,203.2,180
0.12083,-0.12083,0,0,193.35,180
0.125,-0.125,0,0,183.46,180
0.12917,-0.12917,0,0,173.6,180
0.13333,-0.13333,0,0,163.72,180
0.1375,-0.1375,0,0,153.86,180
0.14167,-0.14167,0,0,143.98,180
0.14583,-0.14583,0,0,134.1,180
0.15,-0.15,0,0,124.2,180
0.15417,-0.15417,0,0,114.3,180
0.15833,-0.15833,0,0,104.38,180
0.1625,-0.1625,0,0,94.422,180
0.16667,-0.16667,0,0,84.41,180
0.17083,-0.17083,0,0,74.255,180
0.175,-0.175,0,0,64.058,180
0.17917,-0.17917,0,0,53.673,180
0.18333,-0.18333,0,0,43.259,180
0.1875,-0.1875,0,0,32.604,180
0.19167,-0.19167,0,0,21.936,180
0.19583,-0.19583,0,0,10.965,180
0.2,-0.2,0,0,-5.33E-14,180
0,0,0,0,500,240
4.17E-03,-4.17E-03,0,0,489.57,240
8.33E-03,-8.33E-03,0,0,479.14,240
1.25E-02,-1.25E-02,0,0,468.71,240
1.67E-02,-1.67E-02,0,0,458.29,240
2.08E-02,-2.08E-02,0,0,447.87,240
2.50E-02,-2.50E-02,0,0,437.46,240
2.92E-02,-2.92E-02,0,0,427.06,240
3.33E-02,-3.33E-02,0,0,416.66,240
3.75E-02,-3.75E-02,0,0,406.28,240
4.17E-02,-4.17E-02,0,0,395.9,240
4.58E-02,-4.58E-02,0,0,385.54,240
5.00E-02,-5.00E-02,0,0,375.2,240
5.42E-02,-5.42E-02,0,0,364.87,240
5.83E-02,-5.83E-02,0,0,354.55,240
6.25E-02,-6.25E-02,0,0,344.25,240
6.67E-02,-6.67E-02,0,0,333.97,240
7.08E-02,-7.08E-02,0,0,323.7,240
7.50E-02,-7.50E-02,0,0,313.46,240
7.92E-02,-7.92E-02,0,0,303.23,240
8.33E-02,-8.33E-02,0,0,293.02,240
8.75E-02,-8.75E-02,0,0,282.83,240
9.17E-02,-9.17E-02,0,0,272.67,240
9.58E-02,-9.58E-02,0,0,262.52,240
0.1,-0.1,0,0,252.39,240
0.10417,-0.10417,0,0,242.29,240
0.10833,-0.10833,0,0,232.2,240
0.1125,-0.1125,0,0,222.14,240
0.11667,-0.11667,0,0,212.09,240
0.12083,-0.12083,0,0,202.07,240
0.125,-0.125,0,0,192.02,240
0.12917,-0.12917,0,0,181.97,240
0.13333,-0.13333,0,0,171.86,240
0.1375,-0.1375,0,0,161.73,240
0.14167,-0.14167,0,0,151.54,240
0.14583,-0.14583,0,0,141.32,240
0.15,-0.15,0,0,131.04,240
0.15417,-0.15417,0,0,120.72,240
0.15833,-0.15833,0,0,110.36,240
0.1625,-0.1625,0,0,99.936,240
0.16667,-0.16667,0,0,89.43,240
0.17083,-0.17083,0,0,78.76,240
0.175,-0.175,0,0,68.017,240
0.17917,-0.17917,0,0,57.045,240
0.18333,-0.18333,0,0,46.021,240
0.1875,-0.1875,0,0,34.712,240
0.19167,-0.19167,0,0,23.374,240
0.19583,-0.19583,0,0,11.686,240
0.2,-0.2,0,0,-5.69E-14,240
